Invoice NO;Stock code;Description;Quantity;Invoice Date;UnitPrice;customerID;Negara;Total Price
545709;22555;PLASTERS IN TIN STRONGMAN;12;03/07/2011 09:49;165;12708;Germany;1980
545709;22556;PLASTERS IN TIN CIRCUS PARADE ;12;03/07/2011 09:49;165;12708;Germany;1980
545709;21156;RETROSPOT CHILDRENS APRON;8;03/07/2011 09:49;195;12708;Germany;1560
545709;22367;CHILDRENS APRON SPACEBOY DESIGN;8;03/07/2011 09:49;195;12708;Germany;1560
545709;22534;MAGIC DRAWING SLATE SPACEBOY ;24;03/07/2011 09:49;42;12708;Germany;1008
545709;22535;MAGIC DRAWING SLATE BUNNIES ;24;03/07/2011 09:49;42;12708;Germany;1008
545709;21672;WHITE SPOT RED CERAMIC DRAWER KNOB;12;03/07/2011 09:49;125;12708;Germany;1500
545709;21673;WHITE SPOT BLUE CERAMIC DRAWER KNOB;12;03/07/2011 09:49;125;12708;Germany;1500
545709;POST;POSTAGE;1;03/07/2011 09:49;18;12708;Germany;18
545718;21360;JOY LARGE WOOD LETTERS;1;03/07/2011 10:22;995;12614;Germany;995
545718;21558;SKULL LUNCH BOX WITH CUTLERY ;6;03/07/2011 10:22;255;12614;Germany;1530
545718;21559;STRAWBERRY LUNCH BOX WITH CUTLERY;6;03/07/2011 10:22;255;12614;Germany;1530
545718;22634;CHILDS BREAKFAST SET SPACEBOY ;2;03/07/2011 10:22;995;12614;Germany;1990
545718;22635;CHILDS BREAKFAST SET DOLLY GIRL ;2;03/07/2011 10:22;995;12614;Germany;1990
545718;21354;TOAST ITS  BEST MUM;12;03/07/2011 10:22;125;12614;Germany;1500
545718;20749;ASSORTED COLOUR MINI CASES;2;03/07/2011 10:22;795;12614;Germany;1590
545718;48188;DOORMAT WELCOME PUPPIES;2;03/07/2011 10:22;795;12614;Germany;1590
545718;48129;DOORMAT TOPIARY;2;03/07/2011 10:22;795;12614;Germany;1590
545718;22822;CREAM WALL PLANTER HEART SHAPED;2;03/07/2011 10:22;595;12614;Germany;1190
545718;22474;SPACEBOY TV DINNER TRAY;3;03/07/2011 10:22;495;12614;Germany;1485
545718;72807A;SET/3 ROSE CANDLE IN JEWELLED BOX;4;03/07/2011 10:22;425;12614;Germany;1700
545718;72807B;SET/3 OCEAN SCENT CANDLE JEWEL BOX;4;03/07/2011 10:22;425;12614;Germany;1700
545718;72807C;SET/3 VANILLA SCENTED CANDLE IN BOX;4;03/07/2011 10:22;425;12614;Germany;1700
545718;21479;WHITE SKULL HOT WATER BOTTLE ;4;03/07/2011 10:22;375;12614;Germany;1500
545718;22111;SCOTTIE DOG HOT WATER BOTTLE;3;03/07/2011 10:22;495;12614;Germany;1485
545718;21115;ROSE CARAVAN DOORSTOP;2;03/07/2011 10:22;675;12614;Germany;1350
545718;47585A;PINK FAIRY CAKE CUSHION COVER;4;03/07/2011 10:22;375;12614;Germany;1500
545718;21108;FAIRY CAKE FLANNEL ASSORTED COLOUR;9;03/07/2011 10:22;255;12614;Germany;2295
545718;21110;LARGE CAKE TOWEL PINK SPOTS;2;03/07/2011 10:22;675;12614;Germany;1350
545916;21215;IVORY PAPER CUP CAKE CASES ;24;03/08/2011 11:46;55;12528;Germany;1320
545916;48185;DOORMAT FAIRY CAKE;2;03/08/2011 11:46;795;12528;Germany;1590
545916;21843;RED RETROSPOT CAKE STAND;5;03/08/2011 11:46;1095;12528;Germany;5475
545916;21217;RED RETROSPOT ROUND CAKE TINS;2;03/08/2011 11:46;995;12528;Germany;1990
545916;21232;STRAWBERRY CERAMIC TRINKET BOX;12;03/08/2011 11:46;125;12528;Germany;1500
545916;22220;CAKE STAND LOVEBIRD 2 TIER WHITE;2;03/08/2011 11:46;995;12528;Germany;1990
545916;22423;REGENCY CAKESTAND 3 TIER;2;03/08/2011 11:46;1275;12528;Germany;2550
545916;22720;SET OF 3 CAKE TINS PANTRY DESIGN ;3;03/08/2011 11:46;495;12528;Germany;1485
545916;22838;3 TIER CAKE TIN RED AND CREAM;1;03/08/2011 11:46;1495;12528;Germany;1495
545916;22937;BAKING MOULD CHOCOLATE CUPCAKES;6;03/08/2011 11:46;255;12528;Germany;1530
545916;37447;CERAMIC CAKE DESIGN SPOTTED PLATE;12;03/08/2011 11:46;149;12528;Germany;1788
545916;37495;FAIRY CAKE BIRTHDAY CANDLE SET;4;03/08/2011 11:46;375;12528;Germany;1500
545916;POST;POSTAGE;2;03/08/2011 11:46;18;12528;Germany;36
545988;20713;JUMBO BAG OWLS;10;03/08/2011 12:52;195;12662;Germany;1950
545988;20712;JUMBO BAG WOODLAND ANIMALS;10;03/08/2011 12:52;195;12662;Germany;1950
545988;21929;JUMBO BAG PINK VINTAGE PAISLEY;10;03/08/2011 12:52;195;12662;Germany;1950
545988;22411;JUMBO SHOPPER VINTAGE RED PAISLEY;10;03/08/2011 12:52;195;12662;Germany;1950
545988;85099F;JUMBO BAG STRAWBERRY;10;03/08/2011 12:52;195;12662;Germany;1950
545988;20719;WOODLAND CHARLOTTE BAG;10;03/08/2011 12:52;85;12662;Germany;850
545988;20723;STRAWBERRY CHARLOTTE BAG;10;03/08/2011 12:52;85;12662;Germany;850
545988;20675;BLUE POLKADOT BOWL;8;03/08/2011 12:52;125;12662;Germany;1000
545988;20677;PINK POLKADOT BOWL;8;03/08/2011 12:52;125;12662;Germany;1000
545988;22243;5 HOOK HANGER RED MAGIC TOADSTOOL;12;03/08/2011 12:52;165;12662;Germany;1980
545988;20977;36 PENCILS TUBE WOODLAND;16;03/08/2011 12:52;125;12662;Germany;2000
545988;20726;LUNCH BAG WOODLAND;10;03/08/2011 12:52;165;12662;Germany;1650
545988;22326;ROUND SNACK BOXES SET OF4 WOODLAND ;12;03/08/2011 12:52;295;12662;Germany;3540
545988;22328;ROUND SNACK BOXES SET OF 4 FRUITS ;6;03/08/2011 12:52;295;12662;Germany;1770
545988;20750;RED RETROSPOT MINI CASES;2;03/08/2011 12:52;795;12662;Germany;1590
545988;20676;RED RETROSPOT BOWL;8;03/08/2011 12:52;125;12662;Germany;1000
545988;21238;RED RETROSPOT CUP;8;03/08/2011 12:52;85;12662;Germany;680
545988;21239;PINK  POLKADOT CUP;8;03/08/2011 12:52;85;12662;Germany;680
545988;POST;POSTAGE;1;03/08/2011 12:52;18;12662;Germany;18
545994;22898;CHILDRENS APRON APPLES DESIGN;8;03/08/2011 13:50;195;12623;Germany;1560
545994;22704;WRAP RED APPLES ;25;03/08/2011 13:50;42;12623;Germany;1050
545994;22303;COFFEE MUG APPLES DESIGN;6;03/08/2011 13:50;255;12623;Germany;1530
545994;22302;COFFEE MUG PEARS  DESIGN;6;03/08/2011 13:50;255;12623;Germany;1530
545994;22908;PACK OF 20 NAPKINS RED APPLES;12;03/08/2011 13:50;85;12623;Germany;1020
545994;22939;APRON APPLE DELIGHT;4;03/08/2011 13:50;495;12623;Germany;1980
545994;22326;ROUND SNACK BOXES SET OF4 WOODLAND ;6;03/08/2011 13:50;295;12623;Germany;1770
545994;20719;WOODLAND CHARLOTTE BAG;20;03/08/2011 13:50;85;12623;Germany;1700
545994;20712;JUMBO BAG WOODLAND ANIMALS;20;03/08/2011 13:50;195;12623;Germany;3900
545994;21240;BLUE POLKADOT CUP;8;03/08/2011 13:50;85;12623;Germany;680
545994;21239;PINK  POLKADOT CUP;8;03/08/2011 13:50;85;12623;Germany;680
545994;20724;RED RETROSPOT CHARLOTTE BAG;10;03/08/2011 13:50;85;12623;Germany;850
545994;20718;RED RETROSPOT SHOPPER BAG;10;03/08/2011 13:50;125;12623;Germany;1250
545994;21671;RED SPOT CERAMIC DRAWER KNOB;12;03/08/2011 13:50;125;12623;Germany;1500
545994;22329;ROUND CONTAINER SET OF 5 RETROSPOT;12;03/08/2011 13:50;165;12623;Germany;1980
545994;85099B;JUMBO BAG RED RETROSPOT;10;03/08/2011 13:50;195;12623;Germany;1950
545994;21731;RED TOADSTOOL LED NIGHT LIGHT;12;03/08/2011 13:50;165;12623;Germany;1980
545994;POST;POSTAGE;2;03/08/2011 13:50;18;12623;Germany;36
C546320;22467;GUMBALL COAT RACK;3;03/11/2011 09:39;255;12708;Germany;765
C546320;22243;5 HOOK HANGER RED MAGIC TOADSTOOL;4;03/11/2011 09:39;165;12708;Germany;660
546365;22281;EASTER TREE YELLOW BIRDS;4;03/11/2011 11:35;595;12520;Germany;2380
546365;22378;WALL TIDY RETROSPOT ;5;03/11/2011 11:35;21;12520;Germany;105
546365;21058;PARTY INVITES WOODLAND;12;03/11/2011 11:35;85;12520;Germany;1020
546365;22715;CARD WEDDING DAY;12;03/11/2011 11:35;42;12520;Germany;504
546365;21519;GIN & TONIC DIET GREETING CARD ;12;03/11/2011 11:35;42;12520;Germany;504
546365;22420;LIPSTICK PEN BABY PINK;12;03/11/2011 11:35;42;12520;Germany;504
546365;22422;TOOTHPASTE TUBE PEN;12;03/11/2011 11:35;65;12520;Germany;780
546365;22505;MEMO BOARD COTTAGE DESIGN;4;03/11/2011 11:35;495;12520;Germany;1980
546365;22472;TV DINNER TRAY DOLLY GIRL;3;03/11/2011 11:35;495;12520;Germany;1485
546365;21156;RETROSPOT CHILDRENS APRON;8;03/11/2011 11:35;195;12520;Germany;1560
546365;22629;SPACEBOY LUNCH BOX ;12;03/11/2011 11:35;195;12520;Germany;2340
546365;22195;LARGE HEART MEASURING SPOONS;12;03/11/2011 11:35;165;12520;Germany;1980
546365;22243;5 HOOK HANGER RED MAGIC TOADSTOOL;12;03/11/2011 11:35;165;12520;Germany;1980
546365;84461;12 PINK HEN+CHICKS IN BASKET;6;03/11/2011 11:35;255;12520;Germany;1530
546365;20665;RED RETROSPOT PURSE ;6;03/11/2011 11:35;295;12520;Germany;1770
546365;21210;SET OF 72 RETROSPOT PAPER  DOILIES;12;03/11/2011 11:35;145;12520;Germany;1740
546365;21843;RED RETROSPOT CAKE STAND;1;03/11/2011 11:35;1095;12520;Germany;1095
546365;22423;REGENCY CAKESTAND 3 TIER;1;03/11/2011 11:35;1275;12520;Germany;1275
546365;22630;DOLLY GIRL LUNCH BOX;12;03/11/2011 11:35;195;12520;Germany;2340
546365;22745;POPPY'S PLAYHOUSE BEDROOM ;6;03/11/2011 11:35;21;12520;Germany;126
546365;22748;POPPY'S PLAYHOUSE KITCHEN;6;03/11/2011 11:35;21;12520;Germany;126
546365;22617;BAKING SET SPACEBOY DESIGN;3;03/11/2011 11:35;495;12520;Germany;1485
546365;22138;BAKING SET 9 PIECE RETROSPOT ;3;03/11/2011 11:35;495;12520;Germany;1485
546365;47590A;BLUE HAPPY BIRTHDAY BUNTING;3;03/11/2011 11:35;545;12520;Germany;1635
546365;47566;PARTY BUNTING;4;03/11/2011 11:35;495;12520;Germany;1980
546365;22772;PINK DRAWER KNOB ACRYLIC EDWARDIAN;12;03/11/2011 11:35;125;12520;Germany;1500
546365;22771;CLEAR DRAWER KNOB ACRYLIC EDWARDIAN;12;03/11/2011 11:35;125;12520;Germany;1500
546365;21668;RED STRIPE CERAMIC DRAWER KNOB;24;03/11/2011 11:35;125;12520;Germany;3000
546365;21669;BLUE STRIPE CERAMIC DRAWER KNOB;12;03/11/2011 11:35;125;12520;Germany;1500
546365;21670;BLUE SPOT CERAMIC DRAWER KNOB;12;03/11/2011 11:35;125;12520;Germany;1500
546365;21673;WHITE SPOT BLUE CERAMIC DRAWER KNOB;12;03/11/2011 11:35;125;12520;Germany;1500
546365;22774;RED DRAWER KNOB ACRYLIC EDWARDIAN;12;03/11/2011 11:35;125;12520;Germany;1500
546365;22775;PURPLE DRAWERKNOB ACRYLIC EDWARDIAN;12;03/11/2011 11:35;125;12520;Germany;1500
546365;22805;BLUE DRAWER KNOB ACRYLIC EDWARDIAN;12;03/11/2011 11:35;125;12520;Germany;1500
546365;22532;MAGIC DRAWING SLATE LEAP FROG ;24;03/11/2011 11:35;42;12520;Germany;1008
546365;22533;MAGIC DRAWING SLATE BAKE A CAKE ;24;03/11/2011 11:35;42;12520;Germany;1008
546365;22367;CHILDRENS APRON SPACEBOY DESIGN;8;03/11/2011 11:35;195;12520;Germany;1560
546365;21212;PACK OF 72 RETROSPOT CAKE CASES;24;03/11/2011 11:35;55;12520;Germany;1320
546365;22417;PACK OF 60 SPACEBOY CAKE CASES;24;03/11/2011 11:35;55;12520;Germany;1320
546365;21976;PACK OF 60 MUSHROOM CAKE CASES;24;03/11/2011 11:35;55;12520;Germany;1320
546365;21977;PACK OF 60 PINK PAISLEY CAKE CASES;24;03/11/2011 11:35;55;12520;Germany;1320
546365;20754;RETROSPOT RED WASHING UP GLOVES;6;03/11/2011 11:35;21;12520;Germany;126
546365;21042;RED RETROSPOT APRON ;3;03/11/2011 11:35;595;12520;Germany;1785
546365;22968;ROSE COTTAGE KEEPSAKE BOX ;4;03/11/2011 11:35;995;12520;Germany;3980
546365;20914;SET/5 RED RETROSPOT LID GLASS BOWLS;6;03/11/2011 11:35;295;12520;Germany;1770
546365;22083;PAPER CHAIN KIT RETROSPOT;6;03/11/2011 11:35;295;12520;Germany;1770
546365;22027;TEA PARTY BIRTHDAY CARD;12;03/11/2011 11:35;42;12520;Germany;504
546365;22509;SEWING BOX RETROSPOT DESIGN ;1;03/11/2011 11:35;1695;12520;Germany;1695
546365;21080;SET/20 RED RETROSPOT PAPER NAPKINS ;12;03/11/2011 11:35;85;12520;Germany;1020
546365;84988;SET OF 72 PINK HEART PAPER DOILIES;12;03/11/2011 11:35;145;12520;Germany;1740
546365;22416;SET OF 36 DOILIES SPACEBOY DESIGN ;12;03/11/2011 11:35;145;12520;Germany;1740
546365;22613;PACK OF 20 SPACEBOY NAPKINS;12;03/11/2011 11:35;85;12520;Germany;1020
546365;22418;10 COLOUR SPACEBOY PEN;24;03/11/2011 11:35;85;12520;Germany;2040
546365;51014A;FEATHER PEN,HOT PINK;12;03/11/2011 11:35;85;12520;Germany;1020
546365;22331;WOODLAND PARTY BAG + STICKER SET;8;03/11/2011 11:35;165;12520;Germany;1320
546365;23052;RECYCLED ACAPULCO MAT TURQUOISE;2;03/11/2011 11:35;825;12520;Germany;1650
546365;21671;RED SPOT CERAMIC DRAWER KNOB;12;03/11/2011 11:35;125;12520;Germany;1500
546365;21672;WHITE SPOT RED CERAMIC DRAWER KNOB;12;03/11/2011 11:35;125;12520;Germany;1500
546365;23053;RECYCLED ACAPULCO MAT PINK;2;03/11/2011 11:35;825;12520;Germany;1650
546365;POST;POSTAGE;5;03/11/2011 11:35;18;12520;Germany;90
548654;21232;STRAWBERRY CERAMIC TRINKET BOX;24;04/01/2011 13:47;125;12569;Germany;3000
548654;22055;MINI CAKE STAND  HANGING STRAWBERY;16;04/01/2011 13:47;165;12569;Germany;2640
548654;22060;LARGE CAKE STAND HANGING HEARTS;16;04/01/2011 13:47;395;12569;Germany;6320
548654;21700;BIG DOUGHNUT FRIDGE MAGNETS;12;04/01/2011 13:47;85;12569;Germany;1020
548654;37447;CERAMIC CAKE DESIGN SPOTTED PLATE;12;04/01/2011 13:47;149;12569;Germany;1788
548654;21218;RED SPOTTY BISCUIT TIN;6;04/01/2011 13:47;375;12569;Germany;2250
548654;21216;SET 3 RETROSPOT TEA,COFFEE,SUGAR;4;04/01/2011 13:47;495;12569;Germany;1980
548654;21231;SWEETHEART CERAMIC TRINKET BOX;12;04/01/2011 13:47;125;12569;Germany;1500
548654;37450;CERAMIC CAKE BOWL + HANGING CAKES;6;04/01/2011 13:47;295;12569;Germany;1770
548654;POST;POSTAGE;7;04/01/2011 13:47;18;12569;Germany;126
548745;21577;SAVE THE PLANET COTTON TOTE BAG;6;04/04/2011 12:10;225;12471;Germany;1350
548745;21080;SET/20 RED RETROSPOT PAPER NAPKINS ;12;04/04/2011 12:10;85;12471;Germany;1020
548745;22077;6 RIBBONS RUSTIC CHARM;12;04/04/2011 12:10;165;12471;Germany;1980
548745;22585;PACK OF 6 BIRDY GIFT TAGS;12;04/04/2011 12:10;125;12471;Germany;1500
548745;22554;PLASTERS IN TIN WOODLAND ANIMALS;12;04/04/2011 12:10;165;12471;Germany;1980
548745;22646;CERAMIC STRAWBERRY CAKE MONEY BANK;12;04/04/2011 12:10;145;12471;Germany;1740
548745;22908;PACK OF 20 NAPKINS RED APPLES;12;04/04/2011 12:10;85;12471;Germany;1020
548745;22907;PACK OF 20 NAPKINS PANTRY DESIGN;12;04/04/2011 12:10;85;12471;Germany;1020
548745;22813;PACK 3 BOXES BIRD PANNETONE ;12;04/04/2011 12:10;195;12471;Germany;2340
548745;22759;SET OF 3 NOTEBOOKS IN PARCEL;12;04/04/2011 12:10;165;12471;Germany;1980
548745;22728;ALARM CLOCK BAKELIKE PINK;8;04/04/2011 12:10;375;12471;Germany;3000
548745;22968;ROSE COTTAGE KEEPSAKE BOX ;4;04/04/2011 12:10;995;12471;Germany;3980
548745;22741;FUNKY DIVA PEN;48;04/04/2011 12:10;85;12471;Germany;4080
548745;22913;RED COAT RACK PARIS FASHION;3;04/04/2011 12:10;495;12471;Germany;1485
548745;22859;EASTER TIN BUNNY BOUQUET;6;04/04/2011 12:10;165;12471;Germany;990
548745;22992;REVOLVER WOODEN RULER ;12;04/04/2011 12:10;195;12471;Germany;2340
548745;22993;SET OF 4 PANTRY JELLY MOULDS;12;04/04/2011 12:10;125;12471;Germany;1500
548745;POST;POSTAGE;3;04/04/2011 12:10;18;12471;Germany;54
548745;22693;GROW A FLYTRAP OR SUNFLOWER IN TIN;24;04/04/2011 12:10;125;12471;Germany;3000
548745;23078;ICE CREAM PEN LIP GLOSS ;24;04/04/2011 12:10;125;12471;Germany;3000
548745;23076;ICE CREAM SUNDAE LIP GLOSS;24;04/04/2011 12:10;125;12471;Germany;3000
548745;22991;GIRAFFE WOODEN RULER;12;04/04/2011 12:10;195;12471;Germany;2340
548745;23051;RECYCLED ACAPULCO MAT BLUE;2;04/04/2011 12:10;825;12471;Germany;1650
548745;23183;MOTHER'S KITCHEN SPOON REST ;6;04/04/2011 12:10;375;12471;Germany;2250
548745;23159;SET OF 5 PANCAKE DAY MAGNETS;12;04/04/2011 12:10;208;12471;Germany;2496
548745;23158;SET OF 5 LUCKY CAT MAGNETS ;24;04/04/2011 12:10;208;12471;Germany;4992
548745;23155;KNICKERBOCKERGLORY MAGNET ASSORTED ;12;04/04/2011 12:10;83;12471;Germany;996
548746;23077;DOUGHNUT LIP GLOSS ;40;04/04/2011 12:11;125;12471;Germany;5000
C548915;22993;SET OF 4 PANTRY JELLY MOULDS;12;04/05/2011 09:53;125;12668;Germany;1500
C548915;22329;ROUND CONTAINER SET OF 5 RETROSPOT;12;04/05/2011 09:53;165;12668;Germany;1980
C549019;22236;CAKE STAND 3 TIER MAGIC GARDEN;1;04/05/2011 15:22;1275;12474;Germany;1275
C549019;22467;GUMBALL COAT RACK;1;04/05/2011 15:22;255;12474;Germany;255
C549019;22258;FELT FARM ANIMAL RABBIT;1;04/05/2011 15:22;125;12474;Germany;125
C549019;22233;JIGSAW RABBIT AND BIRDHOUSE;2;04/05/2011 15:22;165;12474;Germany;330
C549019;22230;JIGSAW TREE WITH WATERING CAN;2;04/05/2011 15:22;85;12474;Germany;170
C549098;21399;BLUE POLKADOT COFFEE MUG;14;04/06/2011 11:06;39;12481;Germany;546
549193;22554;PLASTERS IN TIN WOODLAND ANIMALS;12;04/07/2011 10:24;165;12580;Germany;1980
549193;22555;PLASTERS IN TIN STRONGMAN;12;04/07/2011 10:24;165;12580;Germany;1980
549193;22551;PLASTERS IN TIN SPACEBOY;12;04/07/2011 10:24;165;12580;Germany;1980
549193;22432;WATERING CAN PINK BUNNY;12;04/07/2011 10:24;195;12580;Germany;2340
549193;22433;WATERING CAN GREEN DINOSAUR;12;04/07/2011 10:24;195;12580;Germany;2340
549193;22431;WATERING CAN BLUE ELEPHANT;12;04/07/2011 10:24;195;12580;Germany;2340
549193;10125;MINI FUNKY DESIGN TAPES;20;04/07/2011 10:24;85;12580;Germany;1700
549193;21675;BUTTERFLIES STICKERS;12;04/07/2011 10:24;85;12580;Germany;1020
549193;21680;WOODLAND  STICKERS;12;04/07/2011 10:24;85;12580;Germany;1020
549193;21719;LOVELY BONBON STICKER SHEET;12;04/07/2011 10:24;85;12580;Germany;1020
549193;20728;LUNCH BAG CARS BLUE;10;04/07/2011 10:24;165;12580;Germany;1650
549193;20719;WOODLAND CHARLOTTE BAG;10;04/07/2011 10:24;85;12580;Germany;850
549193;21929;JUMBO BAG PINK VINTAGE PAISLEY;10;04/07/2011 10:24;208;12580;Germany;2080
549193;22279;POCKET BAG BLUE PAISLEY RED SPOT;12;04/07/2011 10:24;125;12580;Germany;1500
549193;22356;CHARLOTTE BAG PINK POLKADOT;10;04/07/2011 10:24;85;12580;Germany;850
549193;22382;LUNCH BAG SPACEBOY DESIGN ;10;04/07/2011 10:24;165;12580;Germany;1650
549193;20727;LUNCH BAG  BLACK SKULL.;10;04/07/2011 10:24;165;12580;Germany;1650
549193;22271;FELTCRAFT DOLL ROSIE;6;04/07/2011 10:24;295;12580;Germany;1770
549193;22273;FELTCRAFT DOLL MOLLY;6;04/07/2011 10:24;295;12580;Germany;1770
549193;22751;FELTCRAFT PRINCESS OLIVIA DOLL;4;04/07/2011 10:24;375;12580;Germany;1500
549193;23126;FELTCRAFT GIRL AMELIE KIT;4;04/07/2011 10:24;495;12580;Germany;1980
549193;23127;FELTCRAFT GIRL NICOLE KIT;4;04/07/2011 10:24;495;12580;Germany;1980
549193;22566;FELTCRAFT HAIRBAND PINK AND PURPLE;12;04/07/2011 10:24;85;12580;Germany;1020
549193;POST;POSTAGE;2;04/07/2011 10:24;18;12580;Germany;36
549316;20712;JUMBO BAG WOODLAND ANIMALS;10;04/08/2011 09:54;195;12705;Germany;1950
549316;21931;JUMBO STORAGE BAG SUKI;10;04/08/2011 09:54;195;12705;Germany;1950
549316;85099B;JUMBO BAG RED RETROSPOT;10;04/08/2011 09:54;195;12705;Germany;1950
549316;21212;PACK OF 72 RETROSPOT CAKE CASES;24;04/08/2011 09:54;55;12705;Germany;1320
549316;20750;RED RETROSPOT MINI CASES;12;04/08/2011 09:54;635;12705;Germany;7620
549316;22276;WASH BAG VINTAGE ROSE PAISLEY;6;04/08/2011 09:54;255;12705;Germany;1530
549316;15036;ASSORTED COLOURS SILK FAN;36;04/08/2011 09:54;75;12705;Germany;2700
549316;22554;PLASTERS IN TIN WOODLAND ANIMALS;24;04/08/2011 09:54;165;12705;Germany;3960
549316;22556;PLASTERS IN TIN CIRCUS PARADE ;24;04/08/2011 09:54;165;12705;Germany;3960
549316;85049C;ROMANTIC PINKS RIBBONS ;12;04/08/2011 09:54;125;12705;Germany;1500
549316;85049F;BABY BOOM RIBBONS ;12;04/08/2011 09:54;125;12705;Germany;1500
549316;85049G;CHOCOLATE BOX RIBBONS ;12;04/08/2011 09:54;125;12705;Germany;1500
549316;85049E;SCANDINAVIAN REDS RIBBONS;12;04/08/2011 09:54;125;12705;Germany;1500
549316;22027;TEA PARTY BIRTHDAY CARD;12;04/08/2011 09:54;42;12705;Germany;504
549316;22025;RING OF ROSES BIRTHDAY CARD;12;04/08/2011 09:54;42;12705;Germany;504
549316;21507;ELEPHANT, BIRTHDAY CARD, ;12;04/08/2011 09:54;42;12705;Germany;504
549316;22716;CARD CIRCUS PARADE;12;04/08/2011 09:54;42;12705;Germany;504
549316;22817;CARD SUKI BIRTHDAY;12;04/08/2011 09:54;42;12705;Germany;504
549316;16237;SLEEPING CAT ERASERS;30;04/08/2011 09:54;21;12705;Germany;630
549316;21881;CUTE CATS TAPE;12;04/08/2011 09:54;65;12705;Germany;780
549316;21883;STARS GIFT TAPE ;12;04/08/2011 09:54;65;12705;Germany;780
549316;21880;RED RETROSPOT TAPE;12;04/08/2011 09:54;65;12705;Germany;780
549316;22331;WOODLAND PARTY BAG + STICKER SET;8;04/08/2011 09:54;165;12705;Germany;1320
549316;22352;LUNCH BOX WITH CUTLERY RETROSPOT ;12;04/08/2011 09:54;255;12705;Germany;3060
549316;21086;SET/6 RED SPOTTY PAPER CUPS;12;04/08/2011 09:54;65;12705;Germany;780
549316;22355;CHARLOTTE BAG SUKI DESIGN;20;04/08/2011 09:54;85;12705;Germany;1700
549316;22726;ALARM CLOCK BAKELIKE GREEN;8;04/08/2011 09:54;375;12705;Germany;3000
549316;22727;ALARM CLOCK BAKELIKE RED ;8;04/08/2011 09:54;375;12705;Germany;3000
549316;22728;ALARM CLOCK BAKELIKE PINK;8;04/08/2011 09:54;375;12705;Germany;3000
549316;22467;GUMBALL COAT RACK;36;04/08/2011 09:54;21;12705;Germany;756
549316;84828;JUNGLE POPSICLES ICE LOLLY MOULDS;12;04/08/2011 09:54;125;12705;Germany;1500
549316;22666;RECIPE BOX PANTRY YELLOW DESIGN;6;04/08/2011 09:54;295;12705;Germany;1770
549316;22907;PACK OF 20 NAPKINS PANTRY DESIGN;12;04/08/2011 09:54;85;12705;Germany;1020
549316;21154;RED RETROSPOT OVEN GLOVE ;10;04/08/2011 09:54;125;12705;Germany;1250
549316;20719;WOODLAND CHARLOTTE BAG;20;04/08/2011 09:54;85;12705;Germany;1700
549316;20726;LUNCH BAG WOODLAND;10;04/08/2011 09:54;165;12705;Germany;1650
549316;22326;ROUND SNACK BOXES SET OF4 WOODLAND ;18;04/08/2011 09:54;295;12705;Germany;5310
549316;22328;ROUND SNACK BOXES SET OF 4 FRUITS ;12;04/08/2011 09:54;295;12705;Germany;3540
549316;21559;STRAWBERRY LUNCH BOX WITH CUTLERY;12;04/08/2011 09:54;255;12705;Germany;3060
549316;22665;RECIPE BOX BLUE SKETCHBOOK DESIGN;6;04/08/2011 09:54;295;12705;Germany;1770
549316;22667;RECIPE BOX RETROSPOT ;6;04/08/2011 09:54;295;12705;Germany;1770
549316;21558;SKULL LUNCH BOX WITH CUTLERY ;6;04/08/2011 09:54;255;12705;Germany;1530
549316;22629;SPACEBOY LUNCH BOX ;12;04/08/2011 09:54;195;12705;Germany;2340
549316;20724;RED RETROSPOT CHARLOTTE BAG;20;04/08/2011 09:54;85;12705;Germany;1700
549316;21094;SET/6 RED SPOTTY PAPER PLATES;12;04/08/2011 09:54;85;12705;Germany;1020
549316;21042;RED RETROSPOT APRON ;3;04/08/2011 09:54;595;12705;Germany;1785
549316;20725;LUNCH BAG RED RETROSPOT;10;04/08/2011 09:54;165;12705;Germany;1650
549316;21976;PACK OF 60 MUSHROOM CAKE CASES;24;04/08/2011 09:54;55;12705;Germany;1320
549316;21680;WOODLAND  STICKERS;12;04/08/2011 09:54;85;12705;Germany;1020
549316;21578;WOODLAND DESIGN  COTTON TOTE BAG;6;04/08/2011 09:54;225;12705;Germany;1350
549316;21577;SAVE THE PLANET COTTON TOTE BAG;6;04/08/2011 09:54;225;12705;Germany;1350
549316;22723;SET OF 6 HERB TINS SKETCHBOOK;4;04/08/2011 09:54;395;12705;Germany;1580
549316;21238;RED RETROSPOT CUP;8;04/08/2011 09:54;85;12705;Germany;680
549316;21239;PINK  POLKADOT CUP;8;04/08/2011 09:54;85;12705;Germany;680
549316;21929;JUMBO BAG PINK VINTAGE PAISLEY;10;04/08/2011 09:54;195;12705;Germany;1950
549316;22993;SET OF 4 PANTRY JELLY MOULDS;12;04/08/2011 09:54;125;12705;Germany;1500
549316;23050;RECYCLED ACAPULCO MAT GREEN;6;04/08/2011 09:54;825;12705;Germany;4950
549316;23049;RECYCLED ACAPULCO MAT RED;4;04/08/2011 09:54;825;12705;Germany;3300
549316;23052;RECYCLED ACAPULCO MAT TURQUOISE;6;04/08/2011 09:54;825;12705;Germany;4950
549316;23054;RECYCLED ACAPULCO MAT LAVENDER;6;04/08/2011 09:54;825;12705;Germany;4950
549316;23051;RECYCLED ACAPULCO MAT BLUE;4;04/08/2011 09:54;825;12705;Germany;3300
